Date,TransportType,Route,DepartureTime,ArrivalTime,Passengers,DepartureStation,ArrivalStation,Delay
2023-06-03,Bus,Route_4,10:18,11:58,88,Station_19,Station_20,26
2023-06-03,Train,Route_6,08:30,09:46,92,Station_5,Station_2,41
2023-06-03,Train,Route_9,21:51,22:53,66,Station_18,Station_4,28
2023-06-03,Bus,Route_2,03:18,04:53,59,Station_15,Station_1,29
2023-06-03,Tram,Route_5,12:48,15:18,57,Station_3,Station_14,54
2023-06-03,Metro,Route_1,10:40,13:08,70,Station_11,Station_15,66
2023-06-04,Tram,Route_2,09:01,10:39,75,Station_16,Station_1,1
2023-06-04,Bus,Route_4,06:39,07:54,4,Station_12,Station_16,10
2023-06-04,Tram,Route_6,05:07,06:59,47,Station_12,Station_17,13
2023-06-04,Metro,Route_5,15:43,16:35,84,Station_2,Station_4,12
2023-06-04,Tram,Route_8,06:58,07:27,100,Station_18,Station_13,15
2023-06-04,Tram,Route_3,16:40,17:12,49,Station_16,Station_16,8
2023-06-04,Bus,Route_8,15:19,16:16,39,Station_9,Station_4,14
2023-06-04,Train,Route_2,11:04,11:35,51,Station_19,Station_14,11
2023-06-04,Tram,Route_9,20:09,21:40,92,Station_19,Station_19,12
2023-06-04,Bus,Route_7,10:21,12:01,42,Station_6,Station_5,3
2023-06-04,Bus,Route_4,10:15,10:59,75,Station_8,Station_8,14
2023-06-04,Train,Route_8,19:53,21:19,13,Station_18,Station_13,7
2023-06-04,Train,Route_1,18:11,19:24,80,Station_5,Station_17,12
2023-06-04,Metro,Route_10,14:38,16:34,62,Station_1,Station_11,11
2023-06-04,Train,Route_8,14:50,16:07,26,Station_10,Station_4,14
2023-06-04,Bus,Route_10,20:15,21:00,63,Station_18,Station_19,7
2023-06-04,Train,Route_2,22:24,23:31,84,Station_8,Station_4,9
2023-06-04,Bus,Route_4,16:56,18:31,39,Station_6,Station_3,6
2023-06-04,Bus,Route_2,21:02,22:41,37,Station_11,Station_17,5
2023-06-04,Metro,Route_3,13:27,15:25,20,Station_14,Station_20,5
2023-06-04,Bus,Route_5,20:29,22:39,10,Station_10,Station_11,11
2023-06-04,Tram,Route_9,19:10,19:59,64,Station_20,Station_16,7
2023-06-04,Metro,Route_9,14:28,15:30,49,Station_8,Station_1,0
2023-06-04,Metro,Route_4,06:45,07:28,45,Station_7,Station_8,9
2023-06-04,Bus,Route_10,22:31,23:11,80,Station_14,Station_17,10
2023-06-04,Metro,Route_7,11:44,13:34,77,Station_19,Station_9,10
2023-06-04,Bus,Route_9,07:47,09:34,54,Station_14,Station_12,7
2023-06-04,Tram,Route_7,12:50,14:46,4,Station_19,Station_2,12
2023-06-04,Metro,Route_1,14:56,15:50,71,Station_10,Station_15,3
2023-06-04,Bus,Route_7,03:27,05:07,93,Station_5,Station_9,7
2023-06-04,Metro,Route_10,09:35,11:22,7,Station_10,Station_7,11
2023-06-04,Metro,Route_2,12:18,12:52,39,Station_19,Station_5,3
2023-06-05,Tram,Route_5,10:14,12:19,61,Station_15,Station_7,13
2023-06-05,Metro,Route_5,09:50,10:23,62,Station_13,Station_18,15
2023-06-05,Bus,Route_7,14:43,16:50,41,Station_18,Station_7,10
2023-06-05,Tram,Route_1,09:44,11:35,62,Station_17,Station_5,6
2023-06-05,Bus,Route_2,03:54,04:45,69,Station_4,Station_5,5
2023-06-05,Tram,Route_9,16:43,17:59,46,Station_9,Station_13,7
2023-06-05,Bus,Route_1,06:23,07:54,3,Station_18,Station_16,0
2023-06-05,Metro,Route_6,05:06,06:13,38,Station_19,Station_8,5
2023-06-05,Bus,Route_7,21:25,22:06,22,Station_8,Station_4,4
2023-06-05,Bus,Route_4,07:21,08:15,90,Station_11,Station_9,13
2023-06-05,Bus,Route_3,11:04,12:00,68,Station_15,Station_11,3
2023-06-05,Metro,Route_10,13:10,13:27,7,Station_19,Station_15,12
2023-06-05,Tram,Route_8,05:29,07:17,60,Station_9,Station_1,4
2023-06-05,Tram,Route_5,07:33,09:33,93,Station_5,Station_9,1
2023-06-05,Tram,Route_6,22:20,24:17,65,Station_3,Station_17,8
2023-06-05,Tram,Route_10,18:33,20:06,53,Station_11,Station_10,3
2023-06-05,Metro,Route_6,08:26,10:23,59,Station_9,Station_6,0
2023-06-05,Train,Route_7,20:35,20:50,40,Station_8,Station_16,1
2023-06-05,Train,Route_1,06:47,08:47,51,Station_16,Station_9,14
2023-06-05,Bus,Route_7,15:27,17:18,66,Station_15,Station_11,9
2023-06-05,Bus,Route_5,11:28,11:56,33,Station_20,Station_18,1
2023-06-05,Tram,Route_7,21:10,22:56,72,Station_14,Station_7,6
2023-06-05,Bus,Route_7,10:38,11:19,100,Station_9,Station_1,12
2023-06-05,Train,Route_4,11:46,13:14,10,Station_10,Station_16,12
2023-06-05,Tram,Route_10,17:31,18:37,14,Station_2,Station_16,3
2023-06-05,Train,Route_7,12:50,14:13,98,Station_19,Station_16,12
2023-06-05,Tram,Route_3,12:22,13:00,25,Station_3,Station_6,7
2023-06-05,Metro,Route_7,15:40,16:32,72,Station_20,Station_15,14
2023-06-05,Train,Route_4,17:37,19:17,69,Station_2,Station_17,0
2023-06-05,Bus,Route_5,08:19,10:18,54,Station_11,Station_16,5
2023-06-05,Tram,Route_8,10:29,12:10,100,Station_19,Station_11,4
2023-06-05,Metro,Route_8,18:16,18:52,41,Station_15,Station_4,6
2023-06-06,Bus,Route_4,17:00,18:37,89,Station_19,Station_2,4
2023-06-06,Bus,Route_10,13:29,14:09,43,Station_3,Station_5,0
2023-06-06,Tram,Route_5,11:05,12:59,74,Station_8,Station_14,15
2023-06-06,Bus,Route_8,03:06,05:15,71,Station_2,Station_13,14
2023-06-06,Tram,Route_4,06:53,07:13,17,Station_14,Station_4,8
2023-06-06,Train,Route_2,15:44,16:03,52,Station_7,Station_7,3
2023-06-06,Train,Route_5,09:31,10:59,51,Station_5,Station_20,7
2023-06-06,Tram,Route_9,19:13,19:15,84,Station_13,Station_19,1
2023-06-06,Tram,Route_9,19:31,20:42,63,Station_20,Station_15,6
2023-06-06,Tram,Route_4,22:49,24:52,96,Station_14,Station_14,6
2023-06-06,Metro,Route_9,10:14,11:39,15,Station_2,Station_7,11
2023-06-06,Train,Route_6,15:27,16:28,59,Station_10,Station_5,4
2023-06-06,Train,Route_1,11:54,13:49,19,Station_14,Station_4,3
2023-06-06,Tram,Route_7,08:28,10:40,91,Station_17,Station_15,15
2023-06-06,Bus,Route_1,16:22,18:24,67,Station_7,Station_5,6
2023-06-06,Tram,Route_7,21:49,22:47,68,Station_13,Station_16,5
2023-06-06,Bus,Route_8,22:07,24:12,38,Station_18,Station_13,15
2023-06-06,Train,Route_7,18:20,20:10,83,Station_9,Station_4,15
2023-06-06,Bus,Route_4,03:39,05:24,90,Station_8,Station_9,3
2023-06-06,Tram,Route_6,14:47,15:01,57,Station_9,Station_16,0
2023-06-06,Bus,Route_2,14:44,16:46,59,Station_16,Station_3,4
2023-06-06,Bus,Route_6,11:25,13:21,32,Station_11,Station_6,9
2023-06-06,Tram,Route_9,19:56,20:27,42,Station_15,Station_9,5
2023-06-06,Metro,Route_10,11:10,11:56,49,Station_15,Station_13,0
2023-06-06,Bus,Route_7,03:53,04:56,87,Station_13,Station_11,15
2023-06-06,Bus,Route_9,17:08,18:16,14,Station_8,Station_9,0
2023-06-06,Metro,Route_3,21:11,22:03,1,Station_16,Station_17,5
2023-06-06,Tram,Route_10,21:08,22:42,87,Station_3,Station_18,5
2023-06-06,Tram,Route_7,22:28,22:46,72,Station_15,Station_3,14
2023-06-06,Bus,Route_1,05:05,06:18,47,Station_19,Station_14,0
2023-06-06,Train,Route_7,18:55,20:24,43,Station_12,Station_18,5
2023-06-06,Tram,Route_5,08:06,10:05,67,Station_17,Station_2,1
2023-06-07,Bus,Route_2,12:01,13:02,49,Station_5,Station_11,5
2023-06-07,Bus,Route_1,06:02,06:14,54,Station_2,Station_11,8
2023-06-07,Metro,Route_1,06:26,07:33,29,Station_9,Station_7,6
2023-06-07,Train,Route_4,11:27,12:48,2,Station_2,Station_10,15
2023-06-07,Tram,Route_9,06:43,07:35,6,Station_15,Station_8,0
2023-06-07,Train,Route_10,11:01,12:10,87,Station_13,Station_18,10
2023-06-07,Tram,Route_5,10:55,11:02,41,Station_10,Station_9,3
2023-06-07,Train,Route_8,20:04,20:23,81,Station_15,Station_17,1
2023-06-07,Bus,Route_2,13:53,15:58,17,Station_5,Station_13,6
2023-06-07,Metro,Route_1,17:57,19:47,21,Station_2,Station_2,13
2023-06-07,Bus,Route_8,12:17,13:01,80,Station_16,Station_20,9
2023-06-07,Train,Route_10,09:20,10:31,41,Station_11,Station_14,5
2023-06-07,Bus,Route_1,22:10,22:36,53,Station_16,Station_9,13
2023-06-07,Tram,Route_9,12:23,13:09,63,Station_10,Station_13,4
2023-06-07,Metro,Route_5,21:17,21:36,75,Station_13,Station_7,5
2023-06-07,Tram,Route_1,15:11,17:19,99,Station_3,Station_19,11
2023-06-07,Bus,Route_2,18:28,20:27,48,Station_12,Station_15,15
2023-06-07,Tram,Route_4,11:34,13:32,7,Station_1,Station_8,0
2023-06-07,Train,Route_4,08:50,10:17,99,Station_3,Station_4,11
2023-06-07,Metro,Route_4,20:19,20:54,24,Station_2,Station_17,9
2023-06-07,Train,Route_9,14:11,15:07,48,Station_11,Station_17,15
2023-06-07,Metro,Route_2,12:56,14:55,34,Station_19,Station_16,0
2023-06-07,Tram,Route_4,08:11,09:33,29,Station_11,Station_19,11
2023-06-07,Metro,Route_7,21:32,22:31,51,Station_19,Station_9,3
2023-06-07,Metro,Route_1,05:24,05:49,26,Station_13,Station_12,1
2023-06-07,Bus,Route_4,18:15,20:07,34,Station_12,Station_12,0
2023-06-07,Bus,Route_9,21:29,22:02,2,Station_5,Station_2,1
2023-06-07,Train,Route_2,05:03,07:13,86,Station_3,Station_19,15
2023-06-07,Metro,Route_3,19:52,20:17,14,Station_17,Station_14,4
2023-06-07,Bus,Route_3,09:12,10:09,63,Station_3,Station_2,11
2023-06-07,Bus,Route_7,18:18,18:33,14,Station_12,Station_20,5
2023-06-07,Metro,Route_7,15:40,17:18,21,Station_4,Station_20,13
2023-06-08,Bus,Route_9,16:43,17:59,49,Station_15,Station_16,61
2023-06-08,Bus,Route_6,14:10,15:40,55,Station_2,Station_15,34
2023-06-08,Metro,Route_1,21:07,21:46,21,Station_18,Station_17,28
2023-06-08,Bus,Route_7,16:13,18:21,80,Station_1,Station_11,60
2023-06-08,Bus,Route_10,15:16,17:07,44,Station_9,Station_10,51
2023-06-08,Metro,Route_8,22:31,23:30,11,Station_9,Station_5,26
2023-06-08,Metro,Route_10,12:08,13:58,89,Station_7,Station_4,39
2023-06-08,Bus,Route_5,17:25,19:27,11,Station_17,Station_11,37
2023-06-08,Tram,Route_2,17:30,19:56,45,Station_1,Station_17,51
2023-06-08,Bus,Route_1,03:49,04:30,84,Station_14,Station_8,31
2023-06-08,Train,Route_9,12:59,15:38,56,Station_7,Station_6,45
2023-06-08,Train,Route_2,20:48,21:20,81,Station_3,Station_17,21
2023-06-08,Bus,Route_3,09:21,11:10,87,Station_12,Station_19,47
2023-06-08,Metro,Route_1,22:45,24:27,88,Station_5,Station_19,35
2023-06-08,Train,Route_8,18:55,21:42,14,Station_20,Station_10,53
2023-06-08,Train,Route_9,17:55,20:28,41,Station_15,Station_12,43
2023-06-08,Bus,Route_7,06:06,09:04,88,Station_6,Station_20,66
2023-06-08,Bus,Route_1,20:12,21:01,2,Station_10,Station_10,46
2023-06-08,Tram,Route_3,14:02,16:10,37,Station_2,Station_18,25
2023-06-08,Tram,Route_1,12:28,14:23,79,Station_15,Station_2,48
2023-06-08,Bus,Route_7,12:26,14:01,90,Station_20,Station_18,14
2023-06-08,Train,Route_5,22:36,23:39,58,Station_8,Station_15,52
2023-06-08,Tram,Route_9,16:51,17:12,92,Station_1,Station_2,20
2023-06-08,Tram,Route_2,07:30,08:29,4,Station_10,Station_7,22
2023-06-08,Tram,Route_5,18:07,19:05,35,Station_1,Station_18,57
2023-06-08,Tram,Route_1,14:05,15:48,60,Station_1,Station_12,33
2023-06-08,Train,Route_3,12:12,15:05,44,Station_14,Station_7,64
2023-06-08,Metro,Route_1,12:59,14:19,41,Station_5,Station_9,54
2023-06-08,Tram,Route_2,20:49,23:54,48,Station_15,Station_16,65
2023-06-08,Tram,Route_6,14:39,16:25,77,Station_11,Station_4,53
2023-06-08,Tram,Route_3,09:30,10:04,80,Station_20,Station_14,29
2023-06-08,Train,Route_9,16:04,18:11,44,Station_2,Station_9,70
2023-06-09,Train,Route_7,10:55,12:34,96,Station_4,Station_7,47
2023-06-09,Bus,Route_3,13:05,15:14,40,Station_7,Station_6,56
2023-06-09,Bus,Route_3,16:56,19:17,36,Station_2,Station_4,69
2023-06-09,Tram,Route_1,08:06,09:25,22,Station_7,Station_2,48
2023-06-09,Metro,Route_10,11:46,13:44,80,Station_19,Station_13,37
2023-06-09,Bus,Route_3,10:02,11:30,4,Station_1,Station_14,42
2023-06-09,Train,Route_4,11:09,13:00,92,Station_17,Station_5,25
2023-06-09,Bus,Route_7,11:52,14:13,95,Station_3,Station_2,44
2023-06-09,Tram,Route_7,13:50,16:08,20,Station_8,Station_9,25
2023-06-09,Tram,Route_6,17:56,18:21,98,Station_9,Station_17,20
2023-06-09,Tram,Route_8,07:03,08:20,42,Station_5,Station_7,29
2023-06-09,Train,Route_6,05:59,08:20,73,Station_15,Station_10,45
2023-06-09,Tram,Route_2,09:57,12:24,22,Station_19,Station_9,46
2023-06-09,Train,Route_6,10:00,11:06,24,Station_11,Station_14,14
2023-06-09,Tram,Route_7,10:30,11:38,20,Station_15,Station_14,36
2023-06-09,Train,Route_6,11:03,13:30,22,Station_16,Station_7,41
2023-06-09,Train,Route_3,08:18,09:43,48,Station_15,Station_12,53
2023-06-09,Tram,Route_9,16:47,18:31,36,Station_3,Station_16,11
2023-06-09,Train,Route_4,18:17,21:04,79,Station_5,Station_3,62
2023-06-09,Metro,Route_2,07:49,10:04,84,Station_17,Station_8,44
2023-06-09,Metro,Route_1,22:58,23:45,77,Station_17,Station_5,28
2023-06-09,Tram,Route_4,11:43,13:46,76,Station_9,Station_17,51
2023-06-09,Tram,Route_5,16:16,18:52,8,Station_4,Station_13,46
2023-06-09,Tram,Route_4,20:41,21:14,59,Station_16,Station_15,30
2023-06-09,Train,Route_4,06:56,09:22,28,Station_16,Station_9,59
2023-06-09,Train,Route_4,13:29,15:32,99,Station_9,Station_20,19
2023-06-09,Tram,Route_4,17:15,18:46,55,Station_12,Station_6,65
2023-06-09,Bus,Route_4,10:46,12:17,73,Station_8,Station_14,74
2023-06-09,Bus,Route_1,06:15,07:13,86,Station_7,Station_17,42
2023-06-09,Train,Route_5,14:00,15:01,10,Station_8,Station_4,29
2023-06-09,Metro,Route_10,15:11,16:40,42,Station_6,Station_5,51
2023-06-09,Train,Route_7,17:21,18:45,39,Station_13,Station_4,35
2023-06-10,Metro,Route_2,08:30,09:58,74,Station_3,Station_5,10
2023-06-10,Bus,Route_5,12:13,12:37,62,Station_13,Station_15,10
2023-06-10,Bus,Route_1,12:12,12:55,99,Station_3,Station_9,5
2023-06-10,Tram,Route_4,09:53,10:44,83,Station_20,Station_20,3
2023-06-10,Bus,Route_7,07:58,08:48,93,Station_6,Station_20,7
2023-06-10,Tram,Route_6,17:20,19:15,23,Station_5,Station_7,0
2023-06-10,Bus,Route_7,19:31,20:47,49,Station_5,Station_17,0
2023-06-10,Tram,Route_10,05:23,06:45,18,Station_6,Station_3,12
2023-06-10,Metro,Route_5,18:35,20:05,27,Station_5,Station_10,3
2023-06-10,Metro,Route_6,18:56,20:12,34,Station_14,Station_6,8
2023-06-10,Train,Route_4,10:14,11:16,35,Station_6,Station_3,9
2023-06-10,Train,Route_2,11:14,12:40,25,Station_18,Station_14,2
2023-06-10,Metro,Route_6,06:19,08:25,96,Station_1,Station_5,8
2023-06-10,Bus,Route_10,16:08,17:55,50,Station_1,Station_15,15
2023-06-10,Tram,Route_6,17:53,19:48,71,Station_12,Station_1,13
2023-06-10,Tram,Route_10,06:51,07:43,86,Station_4,Station_7,5
2023-06-10,Metro,Route_6,09:07,10:45,82,Station_19,Station_19,3
2023-06-10,Tram,Route_5,21:07,22:08,53,Station_4,Station_14,14
2023-06-10,Train,Route_1,16:30,18:12,99,Station_6,Station_20,5
2023-06-10,Train,Route_7,15:35,16:49,92,Station_17,Station_8,3
2023-06-10,Tram,Route_3,12:15,12:35,80,Station_14,Station_7,1
2023-06-10,Bus,Route_10,14:20,15:14,59,Station_11,Station_1,9
2023-06-10,Metro,Route_2,22:08,23:40,80,Station_3,Station_5,4
2023-06-10,Metro,Route_7,19:12,20:22,80,Station_17,Station_12,8
2023-06-10,Metro,Route_9,09:27,09:59,66,Station_13,Station_14,5
2023-06-10,Train,Route_8,17:38,18:48,84,Station_5,Station_8,14
2023-06-10,Train,Route_2,17:35,17:39,28,Station_5,Station_2,3
2023-06-10,Tram,Route_1,17:58,19:34,12,Station_9,Station_11,6
2023-06-10,Bus,Route_3,20:37,21:36,72,Station_2,Station_11,1
2023-06-10,Metro,Route_5,17:42,18:20,68,Station_20,Station_19,10
2023-06-10,Metro,Route_9,17:13,18:22,83,Station_13,Station_10,6
2023-06-10,Bus,Route_6,18:36,19:13,99,Station_17,Station_6,9
2023-06-11,Metro,Route_7,22:46,24:04,62,Station_13,Station_17,5
2023-06-11,Train,Route_8,12:42,13:29,48,Station_7,Station_10,14
2023-06-11,Metro,Route_1,08:28,09:56,46,Station_1,Station_11,13
2023-06-11,Metro,Route_10,11:03,13:00,11,Station_12,Station_7,0
2023-06-11,Train,Route_4,16:11,17:20,77,Station_9,Station_19,1
2023-06-11,Metro,Route_10,22:39,23:29,10,Station_15,Station_7,13
2023-06-11,Metro,Route_6,11:21,11:56,15,Station_8,Station_19,10
2023-06-11,Bus,Route_6,05:54,07:54,9,Station_9,Station_12,7
2023-06-11,Metro,Route_2,08:11,08:57,7,Station_3,Station_16,15
2023-06-11,Bus,Route_2,14:05,15:40,49,Station_16,Station_3,8
2023-06-11,Bus,Route_2,07:01,07:54,31,Station_14,Station_11,14
2023-06-11,Metro,Route_9,07:51,10:01,78,Station_4,Station_11,12
2023-06-11,Metro,Route_10,14:43,16:28,93,Station_20,Station_3,3
2023-06-11,Tram,Route_7,21:48,23:31,93,Station_10,Station_19,6
2023-06-11,Train,Route_3,06:45,07:23,38,Station_11,Station_2,11
2023-06-11,Tram,Route_8,10:34,11:01,87,Station_19,Station_14,5
2023-06-11,Metro,Route_2,14:26,15:15,2,Station_14,Station_5,6
2023-06-11,Tram,Route_8,12:00,13:04,56,Station_5,Station_7,12
2023-06-11,Bus,Route_4,22:05,23:48,71,Station_19,Station_13,8
2023-06-11,Bus,Route_7,18:59,20:57,92,Station_7,Station_18,6
2023-06-11,Metro,Route_5,05:10,06:57,70,Station_16,Station_2,12
2023-06-11,Metro,Route_2,05:57,06:57,90,Station_15,Station_11,12
2023-06-11,Train,Route_6,11:14,12:27,53,Station_7,Station_9,7
2023-06-11,Train,Route_9,12:00,13:20,16,Station_12,Station_17,1
2023-06-11,Metro,Route_2,08:16,09:51,10,Station_1,Station_2,10
2023-06-11,Tram,Route_7,11:20,13:08,76,Station_20,Station_2,6
2023-06-11,Bus,Route_2,11:31,13:30,12,Station_9,Station_9,11
2023-06-11,Metro,Route_5,06:27,07:53,86,Station_19,Station_7,9
2023-06-11,Train,Route_10,18:25,19:28,7,Station_12,Station_18,0
2023-06-11,Train,Route_1,20:34,22:18,94,Station_12,Station_10,13
2023-06-11,Metro,Route_2,07:42,09:40,24,Station_12,Station_18,5
2023-06-11,Train,Route_10,07:40,09:43,39,Station_13,Station_13,8
2023-06-12,Bus,Route_1,19:45,21:04,94,Station_19,Station_3,6
2023-06-12,Metro,Route_5,18:59,19:15,39,Station_4,Station_12,15
2023-06-12,Metro,Route_3,20:00,21:08,16,Station_2,Station_4,3
2023-06-12,Train,Route_2,17:08,18:19,97,Station_15,Station_16,2
2023-06-12,Train,Route_7,18:37,19:15,99,Station_19,Station_13,0
2023-06-12,Metro,Route_1,18:05,18:29,4,Station_18,Station_12,5
2023-06-12,Train,Route_7,14:40,15:12,64,Station_14,Station_5,2
2023-06-12,Train,Route_5,15:54,16:41,4,Station_14,Station_15,5
2023-06-12,Metro,Route_3,14:01,14:51,85,Station_6,Station_3,5
2023-06-12,Metro,Route_3,05:20,06:26,88,Station_10,Station_13,10
2023-06-12,Train,Route_7,14:07,14:23,1,Station_15,Station_1,12
2023-06-12,Train,Route_6,20:20,21:14,60,Station_12,Station_10,15
2023-06-12,Metro,Route_9,16:22,18:22,91,Station_2,Station_8,9
2023-06-12,Metro,Route_7,18:32,19:50,45,Station_9,Station_3,2
2023-06-12,Tram,Route_1,15:40,16:14,19,Station_12,Station_6,8
2023-06-12,Train,Route_2,06:06,07:53,22,Station_8,Station_11,5
