Date,TransportType,Route,DepartureTime,ArrivalTime,Passengers,DepartureStation,ArrivalStation,Delay
2023-01-04,Train,Route_3,10:24,11:50,75,Station_20,Station_8,12
2023-01-04,Train,Route_6,12:58,13:43,6,Station_5,Station_10,0
2023-01-04,Bus,Route_3,21:56,22:19,87,Station_5,Station_5,4
2023-01-04,Tram,Route_4,06:53,08:21,73,Station_10,Station_9,14
2023-01-04,Train,Route_4,08:08,09:32,53,Station_14,Station_14,5
2023-01-04,Tram,Route_4,11:06,12:15,15,Station_17,Station_6,7
2023-01-04,Bus,Route_2,14:49,15:26,40,Station_12,Station_11,13
2023-01-04,Train,Route_2,09:28,10:13,8,Station_1,Station_13,14
2023-01-04,Train,Route_3,11:31,12:36,89,Station_13,Station_3,3
2023-01-04,Train,Route_10,05:59,06:59,85,Station_4,Station_18,0
2023-01-04,Bus,Route_2,16:43,18:38,13,Station_6,Station_5,0
2023-01-04,Bus,Route_10,11:46,12:12,11,Station_17,Station_19,7
2023-01-04,Tram,Route_10,15:18,15:58,67,Station_9,Station_20,8
2023-01-04,Train,Route_7,20:35,22:17,16,Station_20,Station_19,3
2023-01-04,Metro,Route_9,17:00,17:57,78,Station_15,Station_5,0
2023-01-04,Metro,Route_3,21:48,22:54,68,Station_13,Station_14,0
2023-01-04,Bus,Route_1,21:20,22:09,5,Station_8,Station_6,0
2023-01-04,Train,Route_3,12:00,13:47,26,Station_10,Station_2,0
2023-01-04,Train,Route_4,21:50,22:53,53,Station_1,Station_6,12
2023-01-04,Train,Route_2,11:04,11:47,18,Station_11,Station_3,2
2023-01-04,Train,Route_5,18:33,19:40,73,Station_5,Station_8,13
2023-01-04,Tram,Route_3,15:08,16:35,23,Station_4,Station_6,5
2023-01-04,Tram,Route_3,12:55,14:22,61,Station_20,Station_20,10
2023-01-04,Tram,Route_8,10:44,11:28,25,Station_13,Station_12,1
2023-01-04,Train,Route_7,20:16,22:00,40,Station_11,Station_4,2
2023-01-04,Bus,Route_1,12:57,14:58,92,Station_12,Station_15,11
2023-01-04,Metro,Route_1,19:52,20:53,21,Station_12,Station_19,4
2023-01-04,Bus,Route_2,18:10,18:45,23,Station_14,Station_6,10
2023-01-05,Metro,Route_2,09:58,12:43,84,Station_20,Station_14,46
2023-01-05,Metro,Route_1,11:08,12:10,17,Station_10,Station_14,60
2023-01-05,Train,Route_8,09:03,10:23,37,Station_8,Station_11,41
2023-01-05,Tram,Route_6,10:14,12:50,80,Station_4,Station_14,56
2023-01-05,Tram,Route_1,17:34,19:12,84,Station_14,Station_18,54
2023-01-05,Metro,Route_5,21:47,23:07,62,Station_20,Station_15,32
2023-01-05,Bus,Route_4,05:00,07:28,96,Station_1,Station_10,49
2023-01-05,Metro,Route_4,08:19,10:03,78,Station_17,Station_3,14
2023-01-05,Bus,Route_1,21:18,22:27,39,Station_2,Station_20,46
2023-01-05,Bus,Route_4,11:42,12:31,95,Station_17,Station_10,29
2023-01-05,Bus,Route_6,13:06,14:30,11,Station_12,Station_13,35
2023-01-05,Train,Route_8,19:48,22:01,24,Station_8,Station_12,65
2023-01-05,Tram,Route_1,16:57,19:03,62,Station_6,Station_11,54
2023-01-05,Tram,Route_4,12:40,14:31,44,Station_11,Station_10,33
2023-01-05,Train,Route_3,20:38,22:21,92,Station_11,Station_14,57
2023-01-05,Metro,Route_6,21:06,22:55,39,Station_17,Station_7,29
2023-01-05,Train,Route_5,22:25,25:04,1,Station_12,Station_4,42
2023-01-05,Bus,Route_7,13:35,15:44,32,Station_15,Station_20,45
2023-01-05,Metro,Route_10,22:25,24:47,44,Station_11,Station_2,40
2023-01-05,Metro,Route_8,18:11,19:01,43,Station_11,Station_11,28
2023-01-05,Tram,Route_8,05:01,06:30,96,Station_11,Station_15,68
2023-01-05,Train,Route_3,17:05,18:02,71,Station_2,Station_20,37
2023-01-05,Tram,Route_8,12:05,13:54,54,Station_1,Station_17,58
2023-01-05,Metro,Route_3,19:06,21:14,49,Station_10,Station_7,30
2023-01-05,Train,Route_4,07:12,09:37,78,Station_8,Station_1,36
2023-01-05,Bus,Route_4,19:56,22:31,94,Station_20,Station_6,60
2023-01-05,Tram,Route_7,18:07,20:01,18,Station_12,Station_18,13
2023-01-05,Tram,Route_2,09:48,11:13,34,Station_16,Station_20,43
2023-01-05,Tram,Route_1,06:32,08:18,95,Station_10,Station_19,57
2023-01-05,Metro,Route_7,19:17,21:01,23,Station_4,Station_2,43
2023-01-05,Train,Route_8,14:21,16:25,23,Station_16,Station_7,13
2023-01-05,Bus,Route_10,13:11,15:40,79,Station_15,Station_18,48
2023-01-06,Metro,Route_2,12:42,15:21,38,Station_10,Station_19,49
2023-01-06,Metro,Route_4,06:06,08:38,37,Station_19,Station_1,61
2023-01-06,Bus,Route_8,03:36,05:08,89,Station_7,Station_17,46
2023-01-06,Tram,Route_2,14:28,17:15,69,Station_5,Station_16,69
2023-01-06,Tram,Route_2,09:21,10:00,93,Station_4,Station_16,14
2023-01-06,Train,Route_10,19:44,21:52,36,Station_16,Station_3,41
2023-01-06,Tram,Route_3,21:43,23:28,44,Station_13,Station_15,47
2023-01-06,Metro,Route_5,10:20,11:31,96,Station_18,Station_16,32
2023-01-06,Tram,Route_4,20:21,22:05,9,Station_11,Station_9,68
2023-01-06,Tram,Route_1,06:44,07:39,47,Station_6,Station_1,45
2023-01-06,Bus,Route_3,17:33,18:38,79,Station_1,Station_5,19
2023-01-06,Bus,Route_6,07:07,07:19,62,Station_4,Station_16,11
2023-01-06,Metro,Route_3,18:30,21:23,48,Station_19,Station_18,65
2023-01-06,Bus,Route_3,07:27,08:24,52,Station_4,Station_19,54
2023-01-06,Tram,Route_3,08:13,09:48,84,Station_7,Station_17,36
2023-01-06,Train,Route_10,10:24,11:48,31,Station_16,Station_16,61
2023-01-06,Metro,Route_6,09:22,11:08,14,Station_2,Station_12,29
2023-01-06,Metro,Route_5,12:28,14:08,94,Station_1,Station_20,38
2023-01-06,Bus,Route_9,12:27,14:45,13,Station_9,Station_11,22
2023-01-06,Train,Route_3,12:54,14:57,6,Station_2,Station_12,38
2023-01-06,Metro,Route_6,06:12,07:14,45,Station_14,Station_18,14
2023-01-06,Tram,Route_5,19:54,20:33,70,Station_19,Station_9,18
2023-01-06,Train,Route_6,13:21,16:00,11,Station_1,Station_2,58
2023-01-06,Metro,Route_9,12:10,14:50,32,Station_13,Station_8,47
2023-01-06,Bus,Route_9,22:25,24:36,6,Station_16,Station_1,23
2023-01-06,Tram,Route_8,16:06,18:00,81,Station_16,Station_7,40
2023-01-06,Train,Route_5,19:01,20:45,4,Station_17,Station_1,25
2023-01-06,Bus,Route_5,06:00,06:36,95,Station_18,Station_13,22
2023-01-06,Train,Route_4,20:31,22:43,83,Station_7,Station_20,15
2023-01-06,Tram,Route_10,10:03,10:54,55,Station_8,Station_20,28
2023-01-06,Train,Route_2,22:09,23:50,31,Station_9,Station_9,26
2023-01-06,Metro,Route_5,05:36,07:49,70,Station_5,Station_8,31
2023-01-07,Train,Route_2,06:42,08:27,16,Station_4,Station_11,11
2023-01-07,Tram,Route_4,13:00,13:40,68,Station_2,Station_20,2
2023-01-07,Bus,Route_3,18:23,20:01,48,Station_6,Station_4,15
2023-01-07,Tram,Route_4,17:32,19:23,79,Station_13,Station_12,12
2023-01-07,Tram,Route_6,07:02,08:11,4,Station_10,Station_10,13
2023-01-07,Metro,Route_5,14:11,15:50,68,Station_11,Station_13,4
2023-01-07,Train,Route_10,06:53,08:45,88,Station_8,Station_11,11
2023-01-07,Tram,Route_10,20:46,21:19,30,Station_17,Station_8,0
2023-01-07,Bus,Route_8,09:59,10:18,21,Station_17,Station_2,9
2023-01-07,Bus,Route_1,18:33,19:21,56,Station_4,Station_14,15
2023-01-07,Bus,Route_2,22:21,23:55,39,Station_9,Station_16,11
2023-01-07,Tram,Route_6,14:06,14:19,100,Station_5,Station_1,2
2023-01-07,Bus,Route_9,16:20,16:53,66,Station_15,Station_11,13
2023-01-07,Train,Route_10,22:49,23:29,59,Station_15,Station_3,6
2023-01-07,Train,Route_6,10:24,12:12,48,Station_14,Station_10,15
2023-01-07,Metro,Route_2,17:27,19:20,18,Station_8,Station_18,8
2023-01-07,Metro,Route_6,20:09,21:40,48,Station_14,Station_17,8
2023-01-07,Bus,Route_3,08:28,10:16,51,Station_12,Station_5,14
2023-01-07,Tram,Route_8,11:10,13:16,54,Station_8,Station_1,12
2023-01-07,Metro,Route_4,19:50,20:41,16,Station_14,Station_7,1
2023-01-07,Train,Route_6,13:44,14:20,97,Station_8,Station_4,12
2023-01-07,Bus,Route_2,09:50,11:25,16,Station_9,Station_2,3
2023-01-07,Bus,Route_8,21:56,23:36,68,Station_17,Station_12,12
2023-01-07,Metro,Route_6,10:50,11:25,13,Station_3,Station_17,15
2023-01-07,Tram,Route_5,05:01,05:52,71,Station_20,Station_20,5
2023-01-07,Train,Route_6,09:57,11:52,21,Station_3,Station_14,9
2023-01-07,Tram,Route_9,07:18,07:56,51,Station_9,Station_12,15
2023-01-07,Train,Route_5,21:55,22:51,44,Station_13,Station_2,9
2023-01-07,Tram,Route_5,10:17,11:52,4,Station_7,Station_14,0
2023-01-07,Bus,Route_1,06:21,07:01,68,Station_1,Station_11,9
2023-01-07,Metro,Route_1,17:06,18:55,1,Station_17,Station_20,7
2023-01-07,Tram,Route_10,16:37,18:40,23,Station_3,Station_2,12
2023-01-08,Metro,Route_7,14:29,16:25,49,Station_13,Station_15,0
2023-01-08,Bus,Route_4,19:47,21:54,100,Station_8,Station_2,13
2023-01-08,Train,Route_9,21:07,22:32,33,Station_5,Station_9,1
2023-01-08,Metro,Route_1,14:47,15:08,71,Station_13,Station_9,3
2023-01-08,Tram,Route_3,13:06,14:57,81,Station_14,Station_16,13
2023-01-08,Train,Route_2,05:58,07:56,100,Station_19,Station_14,8
2023-01-08,Metro,Route_4,07:56,09:07,91,Station_3,Station_17,3
2023-01-08,Train,Route_9,22:26,23:23,5,Station_2,Station_18,13
2023-01-08,Tram,Route_1,05:49,06:59,100,Station_9,Station_19,0
2023-01-08,Tram,Route_8,07:43,08:21,86,Station_8,Station_19,4
2023-01-08,Tram,Route_8,09:36,10:09,97,Station_13,Station_9,11
2023-01-08,Tram,Route_7,19:01,19:07,37,Station_9,Station_12,4
2023-01-08,Tram,Route_6,15:56,16:50,22,Station_3,Station_3,15
2023-01-08,Train,Route_4,12:39,14:47,87,Station_16,Station_16,11
2023-01-08,Metro,Route_4,10:19,12:08,66,Station_17,Station_13,14
2023-01-08,Tram,Route_7,15:48,17:22,68,Station_16,Station_4,7
2023-01-08,Tram,Route_9,11:58,12:47,22,Station_18,Station_10,0
2023-01-08,Train,Route_1,06:27,07:39,99,Station_1,Station_11,11
2023-01-08,Train,Route_10,14:35,16:24,39,Station_8,Station_5,4
2023-01-08,Tram,Route_6,19:20,20:23,85,Station_10,Station_8,9
2023-01-08,Metro,Route_5,12:44,14:31,81,Station_2,Station_14,7
2023-01-08,Train,Route_6,10:24,11:48,86,Station_8,Station_17,11
2023-01-08,Train,Route_9,22:43,24:30,37,Station_1,Station_6,7
2023-01-08,Bus,Route_6,06:04,06:39,98,Station_4,Station_16,1
2023-01-08,Metro,Route_10,17:22,18:22,82,Station_16,Station_14,2
2023-01-08,Train,Route_3,09:50,11:12,83,Station_12,Station_20,8
2023-01-08,Metro,Route_2,11:02,12:23,27,Station_8,Station_6,7
2023-01-08,Train,Route_9,13:25,13:43,98,Station_13,Station_10,1
2023-01-08,Tram,Route_10,13:06,14:06,93,Station_13,Station_2,6
2023-01-08,Train,Route_6,11:34,13:44,2,Station_19,Station_20,11
2023-01-08,Train,Route_7,18:33,19:18,95,Station_18,Station_20,7
2023-01-08,Train,Route_1,17:19,18:30,23,Station_18,Station_11,9
2023-01-09,Train,Route_5,22:39,23:55,37,Station_1,Station_10,7
2023-01-09,Bus,Route_9,06:43,07:37,41,Station_11,Station_9,15
2023-01-09,Tram,Route_5,20:13,22:12,19,Station_2,Station_10,1
2023-01-09,Train,Route_5,11:14,12:53,31,Station_8,Station_9,2
2023-01-09,Bus,Route_5,10:17,11:25,18,Station_12,Station_14,3
2023-01-09,Train,Route_2,15:02,15:07,14,Station_16,Station_13,2
2023-01-09,Tram,Route_8,06:17,07:56,30,Station_10,Station_7,15
2023-01-09,Tram,Route_6,09:32,10:33,46,Station_12,Station_13,6
2023-01-09,Tram,Route_5,16:49,18:09,3,Station_4,Station_14,8
2023-01-09,Bus,Route_3,22:30,23:31,84,Station_17,Station_9,7
2023-01-09,Train,Route_2,11:12,11:30,31,Station_2,Station_14,2
2023-01-09,Metro,Route_7,08:14,09:29,20,Station_9,Station_8,2
2023-01-09,Metro,Route_3,06:09,06:58,8,Station_19,Station_5,5
2023-01-09,Train,Route_5,13:46,15:43,8,Station_16,Station_16,11
2023-01-09,Tram,Route_6,05:18,05:59,34,Station_9,Station_17,8
2023-01-09,Metro,Route_2,21:41,23:20,58,Station_13,Station_3,12
2023-01-09,Metro,Route_4,19:09,20:18,5,Station_16,Station_4,6
2023-01-09,Tram,Route_6,16:56,18:32,71,Station_16,Station_12,9
2023-01-09,Bus,Route_9,11:12,13:08,44,Station_9,Station_9,12
2023-01-09,Bus,Route_6,21:54,23:04,32,Station_19,Station_8,9
2023-01-09,Bus,Route_1,10:01,11:02,5,Station_13,Station_7,8
2023-01-09,Tram,Route_9,17:36,18:52,44,Station_13,Station_15,14
2023-01-09,Metro,Route_2,11:10,13:13,47,Station_8,Station_10,11
2023-01-09,Metro,Route_6,10:07,12:07,29,Station_6,Station_9,15
2023-01-09,Bus,Route_9,18:10,20:05,53,Station_9,Station_3,8
2023-01-09,Train,Route_2,07:33,07:46,79,Station_11,Station_3,8
2023-01-09,Train,Route_3,10:42,10:49,41,Station_9,Station_2,3
2023-01-09,Train,Route_2,11:22,12:39,18,Station_14,Station_11,11
2023-01-09,Tram,Route_5,10:37,12:27,73,Station_7,Station_16,0
2023-01-09,Metro,Route_1,08:39,10:07,43,Station_5,Station_8,3
2023-01-09,Train,Route_8,22:03,22:37,97,Station_1,Station_15,6
2023-01-09,Tram,Route_9,10:29,11:52,96,Station_1,Station_9,1
2023-01-10,Bus,Route_7,19:17,20:14,91,Station_3,Station_1,19
2023-01-10,Bus,Route_7,13:01,14:06,17,Station_10,Station_9,45
2023-01-10,Train,Route_10,11:28,12:34,80,Station_2,Station_18,20
2023-01-10,Bus,Route_8,14:20,15:59,17,Station_5,Station_9,53
2023-01-10,Tram,Route_4,15:43,17:53,59,Station_8,Station_6,37
2023-01-10,Bus,Route_8,13:29,15:38,70,Station_2,Station_6,43
2023-01-10,Tram,Route_2,10:38,12:59,96,Station_16,Station_11,41
2023-01-10,Tram,Route_7,16:37,18:47,33,Station_19,Station_6,41
2023-01-10,Metro,Route_6,17:54,20:01,86,Station_2,Station_8,44
2023-01-10,Bus,Route_7,22:56,25:02,54,Station_3,Station_12,42
2023-01-10,Tram,Route_10,07:09,08:14,97,Station_11,Station_11,31
2023-01-10,Train,Route_8,20:45,21:06,89,Station_10,Station_12,17
2023-01-10,Tram,Route_4,21:24,22:18,19,Station_2,Station_12,34
2023-01-10,Bus,Route_1,18:37,21:13,17,Station_8,Station_19,74
2023-01-10,Tram,Route_6,21:37,22:09,13,Station_11,Station_10,31
2023-01-10,Tram,Route_7,12:20,13:53,68,Station_11,Station_3,26
2023-01-10,Bus,Route_6,15:48,17:27,12,Station_13,Station_2,47
2023-01-10,Train,Route_6,16:13,17:20,68,Station_3,Station_15,47
2023-01-10,Train,Route_1,09:26,11:29,81,Station_19,Station_2,65
2023-01-10,Bus,Route_6,09:57,11:22,3,Station_14,Station_20,13
2023-01-10,Bus,Route_9,09:53,11:06,55,Station_3,Station_14,28
2023-01-10,Metro,Route_10,06:31,08:31,91,Station_6,Station_5,64
2023-01-10,Train,Route_1,05:23,08:04,35,Station_18,Station_1,60
2023-01-10,Tram,Route_6,15:49,18:02,66,Station_4,Station_6,15
2023-01-10,Bus,Route_6,14:23,15:58,84,Station_11,Station_20,64
2023-01-10,Bus,Route_10,06:01,08:14,79,Station_20,Station_2,38
2023-01-10,Metro,Route_4,11:53,14:12,94,Station_8,Station_12,53
2023-01-10,Metro,Route_7,07:18,10:00,95,Station_18,Station_20,45
2023-01-10,Tram,Route_1,21:16,23:25,3,Station_6,Station_2,54
2023-01-10,Tram,Route_1,08:13,10:48,91,Station_14,Station_15,66
2023-01-10,Metro,Route_5,20:50,23:18,61,Station_2,Station_17,48
2023-01-10,Bus,Route_4,13:27,15:51,61,Station_1,Station_18,49
2023-01-11,Bus,Route_3,21:05,22:30,89,Station_1,Station_20,6
2023-01-11,Tram,Route_6,07:42,09:41,15,Station_16,Station_14,3
2023-01-11,Train,Route_2,13:49,14:24,84,Station_7,Station_17,13
2023-01-11,Train,Route_9,06:19,07:27,39,Station_2,Station_2,3
2023-01-11,Train,Route_3,22:40,24:24,38,Station_10,Station_12,14
2023-01-11,Train,Route_2,06:37,08:25,8,Station_14,Station_2,3
2023-01-11,Bus,Route_9,08:54,10:19,45,Station_16,Station_11,8
2023-01-11,Bus,Route_6,09:06,10:49,28,Station_20,Station_13,11
2023-01-11,Bus,Route_1,06:30,08:09,93,Station_12,Station_11,7
2023-01-11,Metro,Route_8,12:43,14:22,58,Station_12,Station_3,4
2023-01-11,Train,Route_6,08:58,10:51,94,Station_17,Station_17,5
2023-01-11,Bus,Route_3,20:17,21:32,39,Station_18,Station_13,0
2023-01-11,Metro,Route_6,07:42,09:28,82,Station_15,Station_3,5
2023-01-11,Train,Route_9,17:01,17:16,53,Station_15,Station_1,12
2023-01-11,Tram,Route_2,06:53,08:38,93,Station_20,Station_2,15
2023-01-11,Metro,Route_9,12:22,12:45,18,Station_6,Station_5,4
2023-01-11,Metro,Route_7,12:37,14:33,1,Station_14,Station_9,14
2023-01-11,Metro,Route_9,06:39,08:40,58,Station_3,Station_3,15
2023-01-11,Train,Route_2,11:14,13:21,70,Station_3,Station_17,14
2023-01-11,Train,Route_3,07:25,08:31,52,Station_19,Station_10,11
2023-01-11,Train,Route_5,18:52,20:25,45,Station_4,Station_20,3
2023-01-11,Train,Route_6,11:24,12:58,28,Station_7,Station_10,14
2023-01-11,Train,Route_9,10:04,11:24,15,Station_20,Station_7,7
2023-01-11,Metro,Route_9,05:37,07:22,57,Station_10,Station_16,12
2023-01-11,Tram,Route_10,08:15,08:40,73,Station_8,Station_5,14
2023-01-11,Bus,Route_1,17:47,19:03,91,Station_2,Station_14,14
2023-01-11,Metro,Route_1,20:53,21:42,71,Station_17,Station_20,1
2023-01-11,Metro,Route_3,18:59,19:04,18,Station_8,Station_5,4
2023-01-11,Metro,Route_6,21:47,22:55,76,Station_3,Station_13,0
2023-01-11,Bus,Route_6,13:16,15:07,75,Station_7,Station_18,10
2023-01-11,Bus,Route_6,09:07,09:12,38,Station_4,Station_14,0
2023-01-11,Bus,Route_9,15:29,17:04,9,Station_17,Station_3,15
2023-01-12,Tram,Route_3,05:31,06:23,35,Station_10,Station_5,3
2023-01-12,Bus,Route_5,18:05,20:09,47,Station_10,Station_14,7
2023-01-12,Metro,Route_2,13:38,14:15,92,Station_6,Station_19,10
2023-01-12,Train,Route_4,15:03,15:04,56,Station_7,Station_20,0
2023-01-12,Bus,Route_1,20:55,21:17,51,Station_10,Station_14,1
2023-01-12,Tram,Route_8,05:05,05:10,11,Station_3,Station_6,4
2023-01-12,Metro,Route_1,22:00,23:26,14,Station_10,Station_13,0
2023-01-12,Tram,Route_2,05:23,06:37,68,Station_12,Station_15,14
2023-01-12,Bus,Route_3,10:54,11:34,87,Station_8,Station_16,9
2023-01-12,Metro,Route_4,06:41,08:42,42,Station_19,Station_13,2
2023-01-12,Tram,Route_5,10:44,12:19,44,Station_9,Station_11,15
2023-01-12,Bus,Route_6,16:33,18:25,46,Station_2,Station_10,8
2023-01-12,Bus,Route_10,14:28,16:07,16,Station_3,Station_3,10
2023-01-12,Tram,Route_6,21:00,22:36,19,Station_3,Station_15,13
2023-01-12,Train,Route_6,05:10,07:00,50,Station_4,Station_20,5
2023-01-12,Train,Route_7,13:14,14:39,54,Station_9,Station_17,7
