Date,TransportType,Route,DepartureTime,ArrivalTime,Passengers,DepartureStation,ArrivalStation,Delay
2023-01-01,Tram,Route_5,15:11,15:44,30,Station_11,Station_6,7
2023-01-01,Tram,Route_1,19:45,20:05,71,Station_15,Station_4,2
2023-01-01,Train,Route_5,09:48,11:27,20,Station_8,Station_17,4
2023-01-01,Train,Route_2,22:10,23:48,56,Station_19,Station_8,15
2023-01-01,Tram,Route_7,21:11,21:23,80,Station_17,Station_5,9
2023-01-02,Tram,Route_5,13:42,14:07,57,Station_1,Station_15,4
2023-01-02,Tram,Route_5,11:03,13:02,84,Station_16,Station_17,10
2023-01-02,Tram,Route_10,16:18,18:21,17,Station_16,Station_5,4
2023-01-02,Tram,Route_10,16:48,18:20,15,Station_18,Station_6,10
2023-01-02,Tram,Route_5,07:03,08:58,27,Station_14,Station_4,7
2023-01-02,Bus,Route_6,19:38,19:42,55,Station_13,Station_10,3
2023-01-02,Tram,Route_7,08:05,09:17,85,Station_14,Station_10,12
2023-01-02,Train,Route_2,11:31,13:41,85,Station_20,Station_8,15
2023-01-02,Bus,Route_2,09:51,11:43,21,Station_14,Station_2,5
2023-01-02,Train,Route_10,15:53,17:40,85,Station_11,Station_12,10
2023-01-02,Metro,Route_3,05:11,06:52,56,Station_9,Station_9,1
2023-01-02,Metro,Route_8,19:37,21:08,42,Station_2,Station_8,0
2023-01-02,Metro,Route_2,22:12,23:08,14,Station_12,Station_12,8
2023-01-02,Train,Route_3,15:22,16:14,36,Station_14,Station_3,15
2023-01-02,Bus,Route_6,06:28,06:57,36,Station_5,Station_1,10
2023-01-02,Bus,Route_1,13:13,14:54,15,Station_13,Station_9,11
2023-01-02,Bus,Route_6,09:54,11:38,100,Station_8,Station_2,0
2023-01-02,Metro,Route_5,11:23,12:46,86,Station_9,Station_14,11
2023-01-02,Metro,Route_6,21:39,23:34,59,Station_16,Station_13,15
2023-01-02,Metro,Route_7,22:55,23:21,99,Station_12,Station_15,1
2023-01-02,Metro,Route_7,17:54,19:16,70,Station_12,Station_10,4
2023-01-02,Metro,Route_7,13:36,14:50,24,Station_2,Station_13,14
2023-01-02,Metro,Route_7,20:47,22:21,16,Station_5,Station_7,4
2023-01-02,Train,Route_8,06:47,07:25,67,Station_17,Station_3,0
2023-01-02,Tram,Route_10,19:54,20:03,32,Station_6,Station_11,8
2023-01-02,Metro,Route_9,06:46,07:09,25,Station_5,Station_1,2
2023-01-02,Tram,Route_4,12:47,14:15,63,Station_4,Station_8,1
2023-01-02,Metro,Route_8,14:40,15:31,92,Station_11,Station_19,2
2023-01-02,Tram,Route_1,13:13,15:03,91,Station_20,Station_7,7
2023-01-02,Tram,Route_5,07:46,08:41,96,Station_1,Station_10,2
2023-01-02,Metro,Route_2,05:27,06:48,9,Station_18,Station_20,9
2023-01-02,Metro,Route_10,11:08,12:09,1,Station_11,Station_2,7
2023-01-03,Train,Route_3,14:52,15:24,68,Station_17,Station_4,4
2023-01-03,Metro,Route_10,06:26,06:45,90,Station_2,Station_12,4
2023-01-03,Metro,Route_10,13:25,14:01,67,Station_12,Station_15,4
2023-01-03,Bus,Route_10,08:41,10:32,92,Station_3,Station_3,15
2023-01-03,Tram,Route_1,21:18,23:01,9,Station_9,Station_1,11
2023-01-03,Metro,Route_8,12:12,12:53,87,Station_5,Station_5,5
2023-01-03,Train,Route_10,18:57,20:15,39,Station_7,Station_12,1
2023-01-03,Bus,Route_10,12:43,12:46,19,Station_16,Station_10,0
2023-01-03,Bus,Route_8,14:49,16:30,91,Station_3,Station_13,4
2023-01-03,Tram,Route_5,07:39,08:21,30,Station_9,Station_10,14
2023-01-03,Tram,Route_6,07:36,09:24,42,Station_16,Station_12,13
2023-01-03,Bus,Route_4,15:03,16:58,84,Station_12,Station_17,11
2023-01-03,Metro,Route_2,17:08,18:20,39,Station_16,Station_6,10
2023-01-03,Metro,Route_7,15:59,17:36,35,Station_10,Station_14,3
2023-01-03,Train,Route_3,08:34,10:28,27,Station_18,Station_5,5
2023-01-03,Tram,Route_2,13:46,14:31,50,Station_10,Station_12,1
2023-01-03,Metro,Route_6,22:34,23:06,31,Station_11,Station_19,6
2023-01-03,Bus,Route_6,06:06,08:02,93,Station_10,Station_20,14
2023-01-03,Metro,Route_9,20:47,21:29,54,Station_3,Station_7,0
2023-01-03,Bus,Route_3,13:26,14:38,85,Station_11,Station_6,5
2023-01-03,Bus,Route_7,05:15,05:28,70,Station_2,Station_12,12
2023-01-03,Tram,Route_10,22:05,23:36,65,Station_20,Station_20,13
2023-01-03,Train,Route_3,06:30,08:01,9,Station_17,Station_9,3
2023-01-03,Tram,Route_7,16:40,17:10,50,Station_16,Station_7,1
2023-01-03,Metro,Route_7,05:26,07:06,62,Station_13,Station_1,3
2023-01-03,Train,Route_1,14:43,15:11,92,Station_20,Station_9,12
2023-01-03,Metro,Route_2,18:34,20:45,82,Station_12,Station_5,13
2023-01-03,Bus,Route_1,19:37,20:41,55,Station_16,Station_7,5
2023-01-03,Bus,Route_6,20:41,22:38,80,Station_17,Station_1,6
2023-01-03,Train,Route_3,05:39,06:44,37,Station_3,Station_20,2
2023-01-03,Tram,Route_5,15:16,17:04,11,Station_2,Station_16,4
2023-01-03,Train,Route_9,10:04,11:24,58,Station_16,Station_17,10
2023-01-04,Tram,Route_4,06:32,07:03,87,Station_17,Station_15,7
2023-01-04,Tram,Route_6,13:25,14:36,65,Station_11,Station_11,2
2023-01-04,Train,Route_6,20:09,22:02,65,Station_18,Station_9,8
2023-01-04,Tram,Route_1,18:18,18:52,49,Station_6,Station_16,5
2023-01-04,Tram,Route_4,15:09,15:58,51,Station_16,Station_18,13
2023-01-04,Tram,Route_7,05:08,06:35,24,Station_6,Station_18,7
2023-01-04,Bus,Route_10,03:26,04:59,71,Station_5,Station_14,0
2023-01-04,Tram,Route_2,22:01,23:13,29,Station_6,Station_15,15
2023-01-04,Train,Route_4,12:47,13:47,87,Station_6,Station_3,11
2023-01-04,Train,Route_2,22:38,23:36,94,Station_16,Station_13,1
2023-01-04,Bus,Route_7,09:25,10:11,49,Station_7,Station_4,10
2023-01-04,Metro,Route_10,07:40,08:10,28,Station_11,Station_6,12
2023-01-04,Train,Route_10,21:31,22:12,34,Station_20,Station_4,12
2023-01-04,Tram,Route_4,14:27,15:41,3,Station_11,Station_2,1
2023-01-04,Bus,Route_2,19:08,19:14,20,Station_10,Station_3,3
2023-01-04,Metro,Route_4,13:15,14:07,72,Station_7,Station_17,11
2023-01-04,Tram,Route_1,07:54,09:25,65,Station_6,Station_3,1
2023-01-04,Train,Route_2,14:11,15:17,4,Station_18,Station_2,6
2023-01-04,Tram,Route_3,17:52,19:56,97,Station_12,Station_6,13
2023-01-04,Bus,Route_10,07:11,08:06,24,Station_11,Station_20,0
2023-01-04,Metro,Route_4,17:21,17:37,64,Station_12,Station_3,1
2023-01-04,Metro,Route_4,11:34,12:23,6,Station_13,Station_15,9
2023-01-04,Bus,Route_4,06:55,08:34,36,Station_3,Station_20,14
2023-01-04,Metro,Route_8,05:35,06:58,17,Station_18,Station_4,0
2023-01-04,Bus,Route_7,07:06,07:29,97,Station_2,Station_10,12
2023-01-04,Bus,Route_8,06:54,08:06,40,Station_17,Station_15,11
2023-01-04,Metro,Route_3,05:39,06:33,18,Station_20,Station_1,10
2023-01-04,Bus,Route_3,07:23,08:13,6,Station_4,Station_5,14
2023-01-04,Tram,Route_7,12:14,12:29,34,Station_11,Station_11,10
2023-01-04,Tram,Route_8,18:12,18:31,97,Station_3,Station_3,0
2023-01-04,Tram,Route_7,12:01,14:00,73,Station_3,Station_1,3
2023-01-04,Bus,Route_1,05:07,05:47,53,Station_15,Station_15,3
2023-01-05,Bus,Route_1,20:24,22:05,19,Station_20,Station_11,29
2023-01-05,Bus,Route_3,03:02,03:59,46,Station_3,Station_18,54
2023-01-05,Train,Route_7,19:36,21:32,60,Station_1,Station_15,32
2023-01-05,Tram,Route_3,13:53,14:31,72,Station_7,Station_5,36
2023-01-05,Metro,Route_9,18:04,20:37,70,Station_18,Station_14,53
2023-01-05,Metro,Route_1,22:14,24:06,22,Station_15,Station_10,22
2023-01-05,Train,Route_5,12:40,14:04,6,Station_17,Station_8,62
2023-01-05,Tram,Route_8,17:46,19:20,79,Station_6,Station_11,57
2023-01-05,Train,Route_10,06:40,08:20,85,Station_17,Station_14,16
2023-01-05,Tram,Route_7,06:02,07:21,18,Station_13,Station_15,22
2023-01-05,Train,Route_8,21:55,24:30,55,Station_15,Station_5,36
2023-01-05,Tram,Route_10,18:05,19:05,55,Station_3,Station_5,42
2023-01-05,Train,Route_8,10:57,12:37,99,Station_4,Station_17,53
2023-01-05,Bus,Route_6,10:22,13:11,36,Station_3,Station_19,49
2023-01-05,Train,Route_5,13:23,15:08,37,Station_12,Station_11,35
2023-01-05,Train,Route_2,08:01,08:35,14,Station_16,Station_2,30
2023-01-05,Bus,Route_2,03:59,06:43,56,Station_5,Station_16,58
2023-01-05,Train,Route_6,11:04,12:23,36,Station_20,Station_15,41
2023-01-05,Bus,Route_7,16:47,18:10,20,Station_3,Station_2,40
2023-01-05,Tram,Route_5,06:05,07:35,11,Station_17,Station_16,53
2023-01-05,Metro,Route_7,16:52,18:23,40,Station_20,Station_4,39
2023-01-05,Metro,Route_1,22:45,24:45,38,Station_20,Station_19,45
2023-01-05,Bus,Route_9,21:45,23:56,10,Station_17,Station_1,52
2023-01-05,Bus,Route_10,16:20,19:09,37,Station_17,Station_11,65
2023-01-05,Bus,Route_7,12:25,14:56,7,Station_2,Station_9,62
2023-01-05,Train,Route_6,06:43,08:10,78,Station_3,Station_4,31
2023-01-05,Tram,Route_7,09:53,10:53,90,Station_12,Station_1,33
2023-01-05,Tram,Route_1,12:43,13:27,84,Station_2,Station_18,41
2023-01-05,Metro,Route_5,07:39,10:11,98,Station_17,Station_2,43
2023-01-05,Metro,Route_6,18:22,19:21,3,Station_16,Station_14,36
2023-01-05,Tram,Route_7,12:36,13:21,78,Station_20,Station_8,35
2023-01-05,Train,Route_9,15:35,17:31,76,Station_15,Station_19,59
2023-01-06,Bus,Route_6,15:47,17:07,79,Station_10,Station_15,7
2023-01-06,Metro,Route_7,13:23,13:48,27,Station_2,Station_17,13
2023-01-06,Train,Route_9,20:44,22:17,83,Station_19,Station_1,4
2023-01-06,Bus,Route_5,21:39,23:24,56,Station_7,Station_17,9
2023-01-06,Tram,Route_2,21:50,22:26,31,Station_17,Station_14,5
2023-01-06,Bus,Route_7,17:39,19:23,88,Station_2,Station_14,4
2023-01-06,Tram,Route_4,06:49,07:02,12,Station_3,Station_11,1
2023-01-06,Train,Route_3,18:11,19:57,59,Station_2,Station_18,10
2023-01-06,Metro,Route_5,19:57,20:42,15,Station_7,Station_8,15
2023-01-06,Bus,Route_7,05:31,07:20,68,Station_9,Station_19,12
2023-01-06,Bus,Route_2,21:07,22:20,49,Station_20,Station_10,14
2023-01-06,Train,Route_2,13:57,14:34,44,Station_8,Station_19,9
2023-01-06,Bus,Route_10,15:01,15:17,82,Station_16,Station_17,12
2023-01-06,Metro,Route_8,21:26,22:03,45,Station_19,Station_11,10
2023-01-06,Bus,Route_3,07:06,09:17,84,Station_4,Station_19,14
2023-01-06,Tram,Route_2,12:43,14:45,77,Station_8,Station_13,9
2023-01-06,Bus,Route_8,17:21,17:45,8,Station_18,Station_12,0
2023-01-06,Bus,Route_10,15:04,16:23,99,Station_19,Station_17,1
2023-01-06,Bus,Route_7,19:43,20:17,54,Station_7,Station_12,4
2023-01-06,Tram,Route_6,13:21,14:36,99,Station_14,Station_7,6
2023-01-06,Train,Route_10,16:15,17:02,40,Station_20,Station_5,8
2023-01-06,Train,Route_6,06:53,07:31,3,Station_2,Station_4,3
2023-01-06,Tram,Route_8,16:54,17:44,56,Station_16,Station_8,9
2023-01-06,Tram,Route_10,16:49,17:13,77,Station_5,Station_15,10
2023-01-06,Tram,Route_1,20:41,21:54,92,Station_11,Station_12,14
2023-01-06,Tram,Route_10,13:40,14:31,90,Station_16,Station_20,4
2023-01-06,Metro,Route_9,08:47,10:32,11,Station_16,Station_10,12
2023-01-06,Bus,Route_6,07:45,07:48,18,Station_11,Station_7,2
2023-01-06,Train,Route_9,09:56,10:21,16,Station_12,Station_16,15
2023-01-06,Train,Route_9,20:24,21:34,38,Station_15,Station_10,5
2023-01-06,Tram,Route_8,14:16,15:24,58,Station_7,Station_17,8
2023-01-06,Metro,Route_10,08:33,09:44,65,Station_6,Station_3,3
2023-01-07,Metro,Route_5,22:40,23:28,98,Station_12,Station_4,14
2023-01-07,Bus,Route_7,07:24,08:48,34,Station_20,Station_1,6
2023-01-07,Train,Route_10,14:56,15:05,16,Station_19,Station_3,5
2023-01-07,Train,Route_10,17:39,18:49,83,Station_19,Station_2,10
2023-01-07,Bus,Route_9,03:22,03:37,26,Station_8,Station_19,13
2023-01-07,Train,Route_5,20:03,21:41,43,Station_17,Station_19,15
2023-01-07,Train,Route_4,17:49,18:04,63,Station_19,Station_17,2
2023-01-07,Metro,Route_5,15:40,17:10,39,Station_16,Station_4,0
2023-01-07,Bus,Route_8,03:04,04:54,35,Station_8,Station_18,0
2023-01-07,Bus,Route_5,13:09,13:26,59,Station_16,Station_17,12
2023-01-07,Bus,Route_10,18:39,19:48,31,Station_10,Station_20,1
2023-01-07,Train,Route_1,09:36,10:46,22,Station_1,Station_10,0
2023-01-07,Bus,Route_1,07:01,08:28,50,Station_1,Station_18,1
2023-01-07,Bus,Route_3,11:39,13:08,46,Station_7,Station_10,4
2023-01-07,Train,Route_5,08:53,09:54,44,Station_4,Station_2,2
2023-01-07,Train,Route_4,11:58,12:24,41,Station_13,Station_6,15
2023-01-07,Train,Route_2,13:56,14:29,1,Station_15,Station_1,11
2023-01-07,Train,Route_2,11:57,13:34,66,Station_7,Station_15,6
2023-01-07,Tram,Route_3,11:36,13:41,90,Station_8,Station_6,11
2023-01-07,Train,Route_10,20:18,22:23,37,Station_13,Station_14,9
2023-01-07,Tram,Route_8,09:57,11:15,64,Station_9,Station_13,10
2023-01-07,Train,Route_5,10:50,12:16,76,Station_1,Station_14,3
2023-01-07,Metro,Route_6,13:23,14:58,13,Station_5,Station_17,3
2023-01-07,Metro,Route_2,18:23,19:27,75,Station_16,Station_5,2
2023-01-07,Metro,Route_6,21:17,21:32,4,Station_7,Station_13,3
2023-01-07,Metro,Route_5,15:46,17:22,93,Station_3,Station_4,9
2023-01-07,Metro,Route_8,08:43,09:33,48,Station_12,Station_3,4
2023-01-07,Bus,Route_9,16:38,18:35,67,Station_1,Station_10,13
2023-01-07,Bus,Route_1,05:30,07:30,20,Station_11,Station_8,5
2023-01-07,Tram,Route_3,16:15,16:41,67,Station_3,Station_8,3
2023-01-07,Tram,Route_10,18:50,20:33,46,Station_7,Station_18,5
2023-01-07,Train,Route_3,06:12,07:56,41,Station_13,Station_3,6
2023-01-08,Train,Route_10,22:57,25:00,82,Station_13,Station_2,6
2023-01-08,Metro,Route_2,07:56,08:43,59,Station_17,Station_9,12
2023-01-08,Train,Route_2,15:31,17:36,62,Station_8,Station_5,10
2023-01-08,Tram,Route_1,11:41,11:55,88,Station_20,Station_13,0
2023-01-08,Train,Route_3,13:53,14:50,18,Station_17,Station_5,10
2023-01-08,Tram,Route_5,21:25,22:37,83,Station_1,Station_7,14
2023-01-08,Tram,Route_2,13:06,13:46,100,Station_6,Station_14,10
2023-01-08,Train,Route_6,06:17,06:55,45,Station_20,Station_9,8
2023-01-08,Metro,Route_2,18:16,18:40,6,Station_12,Station_6,7
2023-01-08,Bus,Route_10,22:44,23:48,88,Station_12,Station_7,5
2023-01-08,Tram,Route_5,13:31,15:08,13,Station_10,Station_7,10
2023-01-08,Bus,Route_9,14:31,16:12,40,Station_16,Station_12,7
2023-01-08,Tram,Route_8,16:34,18:09,56,Station_10,Station_9,5
2023-01-08,Tram,Route_8,20:50,22:39,92,Station_6,Station_3,8
2023-01-08,Metro,Route_8,05:49,07:00,33,Station_13,Station_15,1
2023-01-08,Metro,Route_2,13:07,14:51,99,Station_2,Station_18,0
2023-01-08,Tram,Route_7,14:23,15:21,31,Station_10,Station_14,3
2023-01-08,Train,Route_8,16:48,17:55,97,Station_20,Station_6,1
2023-01-08,Tram,Route_7,18:34,19:52,60,Station_10,Station_6,0
2023-01-08,Metro,Route_7,08:47,09:31,61,Station_11,Station_1,10
2023-01-08,Bus,Route_6,19:32,20:42,87,Station_9,Station_17,0
2023-01-08,Train,Route_3,16:25,18:01,97,Station_13,Station_8,6
2023-01-08,Bus,Route_4,12:07,12:19,22,Station_20,Station_20,8
2023-01-08,Tram,Route_10,14:22,16:12,58,Station_11,Station_18,4
2023-01-08,Train,Route_3,13:09,14:40,9,Station_2,Station_20,10
2023-01-08,Metro,Route_10,12:38,13:45,94,Station_16,Station_13,9
2023-01-08,Tram,Route_5,21:03,22:45,26,Station_6,Station_16,12
2023-01-08,Metro,Route_10,16:07,18:09,70,Station_11,Station_20,13
2023-01-08,Train,Route_4,14:17,15:06,44,Station_8,Station_9,7
2023-01-08,Bus,Route_5,07:27,07:50,37,Station_6,Station_2,10
2023-01-08,Metro,Route_6,08:38,10:05,54,Station_5,Station_1,8
2023-01-08,Metro,Route_3,22:01,23:38,16,Station_6,Station_1,6
2023-01-09,Train,Route_5,13:03,14:08,18,Station_1,Station_20,1
2023-01-09,Metro,Route_7,08:49,10:22,85,Station_14,Station_16,13
2023-01-09,Train,Route_9,05:38,07:20,34,Station_8,Station_3,2
2023-01-09,Train,Route_9,12:05,12:20,85,Station_4,Station_20,2
2023-01-09,Tram,Route_10,08:40,10:21,78,Station_3,Station_18,6
2023-01-09,Metro,Route_1,14:06,14:35,46,Station_1,Station_16,5
2023-01-09,Metro,Route_4,13:22,14:11,33,Station_2,Station_12,12
2023-01-09,Bus,Route_1,19:55,20:36,1,Station_8,Station_3,2
2023-01-09,Metro,Route_8,13:35,15:05,59,Station_19,Station_2,3
2023-01-09,Bus,Route_6,16:36,17:49,58,Station_18,Station_15,11
2023-01-09,Metro,Route_5,22:05,23:07,88,Station_1,Station_8,11
2023-01-09,Metro,Route_3,18:30,20:23,46,Station_16,Station_17,13
2023-01-09,Metro,Route_7,05:30,07:14,54,Station_3,Station_9,1
2023-01-09,Train,Route_1,12:06,12:49,76,Station_20,Station_5,10
2023-01-09,Train,Route_4,08:14,09:35,86,Station_10,Station_10,5
2023-01-09,Metro,Route_7,10:11,12:12,26,Station_20,Station_5,14
2023-01-09,Metro,Route_9,22:20,23:33,13,Station_5,Station_15,4
2023-01-09,Bus,Route_7,10:47,11:04,53,Station_8,Station_10,3
2023-01-09,Bus,Route_10,09:14,09:26,54,Station_15,Station_19,10
2023-01-09,Train,Route_6,09:39,10:57,64,Station_8,Station_14,14
2023-01-09,Tram,Route_10,15:35,16:55,6,Station_11,Station_10,4
2023-01-09,Metro,Route_9,11:26,12:21,60,Station_3,Station_8,3
2023-01-09,Tram,Route_6,15:27,17:29,63,Station_8,Station_10,8
2023-01-09,Metro,Route_9,19:03,20:38,21,Station_5,Station_15,5
2023-01-09,Train,Route_5,18:19,19:13,2,Station_16,Station_16,14
2023-01-09,Tram,Route_10,06:36,08:35,76,Station_19,Station_16,1
2023-01-09,Tram,Route_7,19:02,19:59,97,Station_15,Station_3,10
2023-01-09,Metro,Route_8,22:25,23:18,41,Station_9,Station_14,1
2023-01-09,Bus,Route_1,18:33,20:21,51,Station_19,Station_6,1
2023-01-09,Metro,Route_7,06:12,07:07,60,Station_1,Station_14,14
2023-01-09,Metro,Route_9,06:32,07:01,48,Station_10,Station_9,13
2023-01-09,Metro,Route_5,22:33,23:43,46,Station_19,Station_20,0
2023-01-10,Bus,Route_9,13:41,15:20,33,Station_8,Station_13,3
2023-01-10,Train,Route_7,07:26,08:30,58,Station_11,Station_9,10
2023-01-10,Bus,Route_8,08:17,08:45,93,Station_20,Station_13,11
2023-01-10,Tram,Route_5,18:23,18:25,13,Station_2,Station_15,1
2023-01-10,Metro,Route_9,20:59,21:46,60,Station_10,Station_12,5
2023-01-10,Bus,Route_10,19:27,21:27,2,Station_5,Station_5,14
2023-01-10,Train,Route_5,17:42,19:43,18,Station_19,Station_8,4
2023-01-10,Metro,Route_5,15:47,17:54,30,Station_18,Station_11,9
2023-01-10,Bus,Route_10,15:47,17:02,59,Station_18,Station_17,4
2023-01-10,Tram,Route_10,18:21,19:06,54,Station_1,Station_6,14
2023-01-10,Bus,Route_1,12:44,13:13,55,Station_7,Station_16,5
2023-01-10,Bus,Route_2,06:01,07:41,44,Station_18,Station_16,6
2023-01-10,Train,Route_2,16:48,17:44,31,Station_13,Station_6,11
2023-01-10,Bus,Route_4,17:48,18:23,47,Station_5,Station_1,3
2023-01-10,Metro,Route_8,07:40,08:14,86,Station_2,Station_14,11
2023-01-10,Train,Route_9,07:22,08:09,71,Station_18,Station_16,3
2023-01-10,Metro,Route_3,09:55,11:36,30,Station_10,Station_11,10
2023-01-10,Metro,Route_7,05:52,07:09,51,Station_9,Station_18,0
2023-01-10,Bus,Route_6,11:18,12:40,34,Station_4,Station_9,12
2023-01-10,Metro,Route_7,09:47,10:33,96,Station_14,Station_7,0
2023-01-10,Bus,Route_9,10:19,10:53,30,Station_16,Station_2,9
2023-01-10,Metro,Route_3,08:51,10:05,81,Station_4,Station_5,14
2023-01-10,Metro,Route_10,21:05,22:15,24,Station_17,Station_17,9
2023-01-10,Tram,Route_3,10:14,11:09,24,Station_3,Station_13,1
2023-01-10,Metro,Route_1,13:21,15:13,44,Station_3,Station_18,12
2023-01-10,Train,Route_8,05:21,06:26,88,Station_7,Station_7,3
2023-01-10,Tram,Route_5,17:22,19:01,34,Station_9,Station_4,11
2023-01-10,Train,Route_4,15:06,16:01,23,Station_3,Station_6,1
2023-01-10,Train,Route_5,10:23,12:31,64,Station_7,Station_8,11
2023-01-10,Tram,Route_4,06:07,07:10,81,Station_14,Station_5,1
2023-01-10,Bus,Route_6,12:06,12:46,39,Station_7,Station_13,1
2023-01-10,Bus,Route_7,16:40,16:59,24,Station_20,Station_5,8
2023-01-11,Tram,Route_1,05:09,06:27,77,Station_16,Station_20,13
2023-01-11,Train,Route_7,06:34,07:16,86,Station_13,Station_20,11
2023-01-11,Tram,Route_7,20:28,21:55,4,Station_12,Station_16,14
2023-01-11,Train,Route_9,14:28,16:15,65,Station_1,Station_11,2
2023-01-11,Metro,Route_7,11:38,12:13,39,Station_18,Station_20,1
2023-01-11,Tram,Route_10,21:03,22:57,69,Station_7,Station_15,12
2023-01-11,Train,Route_4,18:27,19:44,72,Station_16,Station_17,13
2023-01-11,Train,Route_4,08:43,10:53,25,Station_19,Station_4,10
2023-01-11,Train,Route_4,22:28,23:33,28,Station_17,Station_11,2
2023-01-11,Train,Route_6,10:21,10:46,76,Station_9,Station_13,2
2023-01-11,Train,Route_7,14:05,14:55,22,Station_20,Station_16,8
2023-01-11,Train,Route_6,13:02,13:46,91,Station_8,Station_10,2
2023-01-11,Train,Route_10,22:32,23:14,87,Station_4,Station_8,0
2023-01-11,Bus,Route_4,14:05,15:35,99,Station_8,Station_18,7
2023-01-11,Bus,Route_8,14:37,15:10,8,Station_12,Station_4,6
2023-01-11,Bus,Route_2,13:25,15:25,50,Station_4,Station_13,0
2023-01-11,Bus,Route_8,20:54,22:31,89,Station_2,Station_15,2
2023-01-11,Metro,Route_9,20:11,22:21,23,Station_16,Station_15,15
2023-01-11,Metro,Route_5,08:13,09:14,3,Station_15,Station_1,4
2023-01-11,Tram,Route_10,17:32,19:17,69,Station_14,Station_13,12
2023-01-11,Metro,Route_1,05:47,06:42,70,Station_1,Station_4,12
2023-01-11,Train,Route_4,09:34,11:19,21,Station_7,Station_10,12
2023-01-11,Metro,Route_4,17:13,17:50,88,Station_20,Station_7,9
2023-01-11,Train,Route_7,19:37,20:03,37,Station_2,Station_16,13
2023-01-11,Metro,Route_6,06:23,08:00,43,Station_18,Station_2,0
2023-01-11,Train,Route_6,05:40,06:41,48,Station_3,Station_3,11
2023-01-11,Tram,Route_2,22:05,23:24,76,Station_8,Station_10,2
2023-01-11,Metro,Route_8,19:20,21:26,68,Station_15,Station_16,11
2023-01-11,Train,Route_2,17:14,18:31,67,Station_1,Station_13,10
2023-01-11,Train,Route_3,21:27,23:00,45,Station_3,Station_6,6
2023-01-11,Tram,Route_8,08:34,09:46,55,Station_12,Station_20,2
2023-01-11,Bus,Route_1,12:17,13:37,7,Station_12,Station_3,2
2023-01-12,Tram,Route_6,05:52,06:42,12,Station_15,Station_9,6
2023-01-12,Train,Route_5,21:23,22:24,46,Station_10,Station_19,12
2023-01-12,Metro,Route_7,09:22,10:22,70,Station_14,Station_1,8
2023-01-12,Train,Route_2,11:34,12:22,4,Station_3,Station_7,12
2023-01-12,Bus,Route_10,13:33,13:57,44,Station_17,Station_10,6
2023-01-12,Train,Route_6,20:57,22:41,74,Station_12,Station_15,3
2023-01-12,Metro,Route_6,22:38,23:27,97,Station_11,Station_11,15
2023-01-12,Bus,Route_2,19:22,20:38,83,Station_20,Station_11,5
2023-01-12,Bus,Route_9,17:44,19:14,91,Station_16,Station_12,0
2023-01-12,Metro,Route_5,09:30,10:03,8,Station_10,Station_3,9
2023-01-12,Bus,Route_10,06:53,09:03,65,Station_10,Station_15,11
2023-01-12,Metro,Route_10,12:16,13:41,17,Station_6,Station_20,14
2023-01-12,Bus,Route_4,15:38,15:59,7,Station_18,Station_4,4
2023-01-12,Metro,Route_9,22:19,23:34,88,Station_5,Station_18,15
2023-01-12,Bus,Route_9,03:10,03:38,87,Station_7,Station_6,4
2023-01-12,Metro,Route_10,13:35,14:47,67,Station_16,Station_14,14
